Player,Married?,Tournament Earnings($),Rank,Year
Martin Klizan,No,430411,108,2013,
Paolo Lorenzi,Yes,364039,109,2013,
David Goffin,No,353915,110,2013,
Dustin Brown,No,167544,111,2013,
Andreas Haider-Maurer,Yes,193660,112,2013,
Evgeny Donskoy,Yes,387738,113,2013,
Denis Kudla,No,250001,114,2013,
Stephane Robert,No,161137,115,2013,
Dusan Lajovic,No,101427,116,2013,
Diego Schwartzman,No,113026,117,2013,
Guido Pella,No,251559,118,2013,
Adrian Ungur,No,200732,119,2013,
Marc Gicquel,Yes,145048,120,2013,
Grega Zemlja,No,371241,121,2013,
Frank Dancevic,No,6546,122,2013,
Facundo Bagnis,No,52754,123,2013,
Facundo Arguello,No,71750,124,2013,
Thomaz Bellucci,Yes,255751,125,2013,
Pere Riba,No,75180,126,2013,
Rajeev Ram,Yes,91586,127,2013,
Andrej Martin,No,89426,128,2013,
Paul-Henri Mathieu,Yes,330885,129,2013,
Rhyne Williams,No,212934,130,2013,
Ricardas Berankis,No,293215,131,2013,
Rogerio Dutra Silva,Yes,167045,132,2013,
Martin Alund,No,164246,133,2013,
Andrey Kuznetsov,No,310142,134,2013,
Xavier Malisse,No,331574,135,2013,
James Duckworth,No,196026,136,2013,
Guillaume Rufin,No,282755,137,2013,
Wayne Odesnik,No,121519,138,2013,
Dominic Thiem,No,63771,139,2013,
Joao Souza,No,83789,140,2013,
Peter Polansky,No,86145,141,2013,
Alex Kuznetsov,No,13350,142,2013,
Michael Berrer,No,116935,143,2013,
Victor Estrella Burgos,No,66000,144,2013,
Guido Andreozzi,No,53075,145,2013,
Thiemo de Bakker,No,207712,146,2013,
Marius Copil,No,96222,147,2013,
Ruben Bemelmans,No,132580,148,2013,
Jesse Levine,No,242974,149,2013,
Daniel Evans,No,139869,150,2013,
Pierre-Hugues Herbert,No,91263,151,2013,
Potito Starace,No,59380,152,2013,
James Blake,No,251994,153,2013,
Paul Capdeville,No,66044,154,2013,
Tatsuma Ito,No,167067,155,2013,
Steve Johnson,Yes,211429,156,2013,
Maximo Gonzalez,No,6657,157,2013,
Guilherme Clezar,No,64892,158,2013,
Matthias Bachinger,No,114285,159,2013,
Matteo Viola,No,136799,160,2013,
James Ward,No,105764,161,2013,
Peter Gojowczyk,No,101247,162,2013,
Marco Cecchinato,No,47814,163,2013,
Steve Darcis,No,170357,164,2013,
Illya Marchenko,No,105583,165,2013,
Ruben Ramirez Hidalgo,No,95923,166,2013,
Cedrik-Marcel Stebe,No,94862,167,2013,
Malek Jaziri,Yes,85055,168,2013,
Radu Albot,No,49917,169,2013,
Yuichi Sugita,No,67115,170,2013,
Rik De Voest,Yes,68544,171,2013,
Sam Groth,No,67154,172,2013,
Marco Chiudinelli,No,88039,173,2013,
Jimmy Wang,No,15377,174,2013,
Gastao Elias,No,93755,175,2013,
Mischa Zverev,Yes,119246,176,2013,
David Guez,No,44613,177,2013,
Konstantin Kravchuk,Yes,16533,178,2013,
Bobby Reynolds,No,109136,179,2013,
Thomas Fabbiano,No,64526,180,2013,
Marton Fucsovics,No,43733,181,2013,
Nick Kyrgios,No,100679,182,2013,
Tennys Sandgren,No,49573,183,2013,
Blaz Rola,No,25491,184,2013,
Marsel Ilhan,No,57667,185,2013,
Andreas Beck,Yes,67346,186,2013,
Damir Dzumhur,No,40219,187,2013,
Flavio Cipolla,No,139503,188,2013,
Amir Weintraub,No,106405,189,2013,
John Millman,No,67569,190,2013,
Renzo Olivo,No,45287,191,2013,
Martin Fischer,No,77417,192,2013,
Maxime Teixeira,No,75264,193,2013,
Daniel Munoz de la Nava,No,129533,194,2013,
Yuki Bhambri,No,36376,195,2013,
Kristijan Mesaros,No,26156,196,2013,
Norbert Gombos,No,29638,197,2013,
Mohamed Safwat,Yes,42865,198,2013,
Niels Desein,No,4180,199,2013,
Pedro Sousa,No,32597,200,2013,
Novak Djokovic,Yes,10449923,1,2012,
Roger Federer,Yes,7424843,2,2012,
Andy Murray,Yes,5100273,3,2012,
Rafael Nadal,Yes,4867664,4,2012,
David Ferrer,Yes,4015855,5,2012,
Tomas Berdych,Yes,2555803,6,2012,
Juan Martin del Potro,No,2769180,7,2012,
Jo-Wilfried Tsonga,Yes,2130515,8,2012,
Janko Tipsarevic,Yes,1736151,9,2012,
Richard Gasquet,No,1390369,10,2012,
Nicolas Almagro,Yes,1375995,11,2012,
Juan Monaco,No,1213800,12,2012,
Milos Raonic,No,1155895,13,2012,
John Isner,Yes,1267802,14,2012,
Marin Cilic,Yes,1091939,15,2012,
Gilles Simon,No,1067734,16,2012,
Stan Wawrinka,No,876692,17,2012,
Alexandr Dolgopolov,No,1109930,18,2012,
Kei Nishikori,No,1026183,19,2012,
Philipp Kohlschreiber,Yes,1021504,20,2012,
Tommy Haas,No,803056,21,2012,
Sam Querrey,Yes,783802,22,2012,
Andreas Seppi,Yes,852988,23,2012,
Fernando Verdasco,Yes,819124,24,2012,
Mikhail Youzhny,Yes,824396,25,2012,
Jerzy Janowicz,No,469587,26,2012,
Mardy Fish,Yes,612555,27,2012,
Florian Mayer,No,747236,28,2012,
Jurgen Melzer,Yes,189300,29,2012,
Martin Klizan,No,427335,30,2012,
Radek Stepanek,No,622235,31,2012,
Jeremy Chardy,Yes,482574,32,2012,
Thomaz Bellucci,Yes,532154,33,2012,
Marcel Granollers,No,589760,34,2012,
Julien Benneteau,Yes,591247,35,2012,
Marcos Baghdatis,Yes,553169,36,2012,
Kevin Anderson,Yes,632064,37,2012,
Viktor Troicki,Yes,695399,38,2012,
Andy Roddick,No,543586,39,2012,
Feliciano Lopez,No,685643,40,2012,
Jarkko Nieminen,Yes,503628,41,2012,
Pablo Andujar,Yes,566868,42,2012,
Denis Istomin,No,549563,43,2012,
Nikolay Davydenko,Yes,498941,44,2012,
Fabio Fognini,Yes,464383,45,2012,
David Goffin,No,360104,46,2012,
Benoit Paire,No,467451,47,2012,
Grigor Dimitrov,No,405210,48,2012,
Marinko Matosevic,No,330778,49,2012,
Albert Ramos-Vinolas,Yes,527948,50,2012,
Lukas Lacko,No,380645,51,2012,
Bernard Tomic,No,495172,52,2012,
Michael Llodra,Yes,454775,53,2012,
Alejandro Falla,Yes,404884,54,2012,
Grega Zemlja,No,255276,55,2012,
Robin Haase,No,441876,56,2012,
Santiago Giraldo,No,364577,57,2012,
Paul-Henri Mathieu,Yes,377331,58,2012,
Yen-Hsun Lu,Yes,320315,59,2012,
Go Soeda,No,279036,60,2012,
Brian Baker,Yes,19522,61,2012,
Victor Hanescu,Yes,244282,62,2012,
Xavier Malisse,No,416432,63,2012,
Paolo Lorenzi,Yes,275321,64,2012,
Benjamin Becker,Yes,310770,65,2012,
Carlos Berlocq,Yes,481339,66,2012,
Gilles Muller,Yes,344591,67,2012,
Igor Sijsling,No,219648,68,2012,
Ryan Harrison,Yes,390628,69,2012,
Daniel Gimeno-Traver,Yes,223979,70,2012,
Leonardo Mayer,Yes,311278,71,2012,
Ivan Dodig,Yes,143856,72,2012,
Lukas Rosol,No,344242,73,2012,
Lukasz Kubot,No,149835,74,2012,
Bjorn Phau,No,259846,75,2012,
Guillermo Garcia-Lopez,No,387146,76,2012,
Gael Monfils,No,350599,77,2012,
Andrey Kuznetsov,No,128006,78,2012,
Tatsuma Ito,No,241303,79,2012,
Roberto Bautista Agut,Yes,171425,80,2012,
Evgeny Donskoy,Yes,106274,81,2012,
David Nalbandian,No,325264,82,2012,
Lleyton Hewitt,Yes,340113,83,2012,
Simone Bolelli,Yes,37812,84,2012,
Horacio Zeballos,Yes,57511,85,2012,
Aljaz Bedene,Yes,121222,86,2012,
Michael Russell,Yes,215529,87,2012,
Filippo Volandri,No,307752,88,2012,
Jurgen Zopp,No,205319,89,2012,
Olivier Rochus,No,310183,90,2012,
Ruben Ramirez Hidalgo,No,199962,91,2012,
Guillaume Rufin,No,170842,92,2012,
Steve Darcis,No,270737,93,2012,
Blaz Kavcic,No,199752,94,2012,
Flavio Cipolla,No,351554,95,2012,
Albert Montanes,No,262508,96,2012,
Guido Pella,No,148677,97,2012,
Tobias Kamke,No,264261,98,2012,
Adrian Ungur,No,200096,99,2012,
Ivo Karlovic,Yes,304693,100,2012,
Joao Sousa,No,121284,101,2012,
Edouard Roger-Vasselin,Yes,120375,102,2012,
Sergiy Stakhovsky,Yes,339436,103,2012,
Jesse Levine,No,241782,104,2012,
Matthew Ebden,Yes,340582,105,2012,
Jan Hajek,No,140387,106,2012,
Mikhail Kukushkin,No,311080,107,2012,
Nicolas Mahut,No,111565,108,2012,
Dudi Sela,Yes,223687,109,2012,
Igor Andreev,No,244489,110,2012,
Ruben Bemelmans,No,136802,111,2012,
Andreas Haider-Maurer,Yes,82315,112,2012,
Ricardas Berankis,No,147390,113,2012,
Tommy Robredo,No,146214,114,2012,
Philipp Petzschner,Yes,177588,115,2012,
Malek Jaziri,Yes,197699,116,2012,
Yuichi Sugita,No,103105,117,2012,
Florent Serra,No,189972,118,2012,
Kenny De Schepper,No,125514,119,2012,
Josselin Ouanna,No,75781,120,2012,
Martin Alund,No,59816,121,2012,
Dmitry Tursunov,No,205621,122,2012,
Matthias Bachinger,No,238030,123,2012,
Thiemo de Bakker,No,67115,124,2012,
Vasek Pospisil,No,174624,125,2012,
Rogerio Dutra Silva,Yes,124317,126,2012,
James Blake,No,250375,127,2012,
Tim Smyczek,Yes,122918,128,2012,
Alex Bogomolov Jr.,No,358283,129,2012,
Thiago Alves,No,77468,130,2012,
Antonio Veic,No,83430,131,2012,
Rajeev Ram,Yes,124690,132,2012,
Federico Delbonis,Yes,125955,133,2012,
Fred Gil,No,197728,134,2012,
Matteo Viola,No,97213,135,2012,
Ernests Gulbis,Yes,243210,136,2012,
Denis Kudla,No,137204,137,2012,
Michael Berrer,No,168684,138,2012,
Gastao Elias,No,65863,139,2012,
Illya Marchenko,No,66771,140,2012,
Karol Beck,No,170161,141,2012,
Ryan Sweeting,No,164395,142,2012,
Wayne Odesnik,No,103333,143,2012,
Joao Souza,No,128934,144,2012,
Uladzimir Ignatik,No,55527,145,2012,
Marco Chiudinelli,No,130979,146,2012,
Inigo Cervantes,No,7903,147,2012,
Bobby Reynolds,No,109971,148,2012,
Danai Udomchoke,No,76410,149,2012,
Jack Sock,No,143419,150,2012,
Simon Greul,No,53133,151,2012,
Marc Gicquel,Yes,68870,152,2012,
Daniel Brands,No,130823,153,2012,
Jonathan Dasnieres de Veigy,No,84901,154,2012,
Ivan Sergeyev,No,6785,155,2012,
Jimmy Wang,No,10355,156,2012,
Maxime Authom,No,79730,157,2012,
Ze Zhang,Yes,120057,158,2012,
Mischa Zverev,Yes,90283,159,2012,
Marius Copil,No,86939,160,2012,
Andrey Golubev,No,112137,161,2012,
Igor Kunitsyn,Yes,235912,162,2012,
Dusan Lajovic,No,51803,163,2012,
Potito Starace,No,214623,164,2012,
Frank Dancevic,No,3118,165,2012,
Paul Capdeville,No,64892,166,2012,
Dustin Brown,No,96531,167,2012,
Jan-Lennard Struff,No,36063,168,2012,
Boris Pashanski,No,27802,169,2012,
Hiroki Moriya,No,80092,170,2012,
Daniel Munoz de la Nava,No,91651,171,2012,
Agustin Velotti,No,37825,172,2012,
Guido Andreozzi,No,50574,173,2012,
Dominik Meffert,No,44395,174,2012,
Steve Johnson,Yes,119901,175,2012,
Juan Ignacio Chela,Yes,209833,176,2012,
Cedrik-Marcel Stebe,No,221132,177,2012,
Sergio Gutierrez-Ferrol,No,47257,178,2012,
Diego Schwartzman,No,30391,179,2012,
Peter Polansky,No,66996,180,2012,
Peter Gojowczyk,No,72412,181,2012,
Teymuraz Gabashvili,No,85099,182,2012,
Di Wu,No,52741,183,2012,
Javier Marti,No,88160,184,2012,
Jan Mertl,No,6118,185,2012,
Jorge Aguilar,No,26228,186,2012,
Sergei Bubka,Yes,114300,187,2012,
Adrian Menendez-Maceiras,No,65299,188,2012,
Ivo Minar,No,49887,189,2012,
Donald Young,No,256315,190,2012,
Rhyne Williams,No,52845,191,2012,
Adrian Mannarino,No,117869,192,2012,
Jan Hernych,No,55658,193,2012,
Facundo Arguello,No,27384,194,2012,
Amir Weintraub,No,43623,195,2012,
Yannick Mertens,No,60622,196,2012,
Arnau Brugues-Davi,No,55713,197,2012,
Gianluca Naso,No,48154,198,2012,
John Millman,No,34785,199,2012,
Marco Trungelliti,Yes,43482,200,2012,
Novak Djokovic,Yes,10449923,1,2012,
Roger Federer,Yes,7424843,2,2012,
Andy Murray,Yes,5100273,3,2012,
Rafael Nadal,Yes,4867664,4,2012,
David Ferrer,Yes,4015855,5,2012,
Tomas Berdych,Yes,2555803,6,2012,
Juan Martin del Potro,No,2769180,7,2012,
Jo-Wilfried Tsonga,Yes,2130515,8,2012,
Janko Tipsarevic,Yes,1736151,9,2012,
Richard Gasquet,No,1390369,10,2012,
Nicolas Almagro,Yes,1375995,11,2012,
Juan Monaco,No,1213800,12,2012,
Milos Raonic,No,1155895,13,2012,
John Isner,Yes,1267802,14,2012,
Marin Cilic,Yes,1091939,15,2012,
Gilles Simon,No,1067734,16,2012,
Stan Wawrinka,No,876692,17,2012,
Alexandr Dolgopolov,No,1109930,18,2012,
Kei Nishikori,No,1026183,19,2012,
Philipp Kohlschreiber,Yes,1021504,20,2012,
Tommy Haas,No,803056,21,2012,
Sam Querrey,Yes,783802,22,2012,
Andreas Seppi,Yes,852988,23,2012,
Fernando Verdasco,Yes,819124,24,2012,
Mikhail Youzhny,Yes,824396,25,2012,
Jerzy Janowicz,No,469587,26,2012,
Mardy Fish,Yes,612555,27,2012,
Florian Mayer,No,747236,28,2012,
Jurgen Melzer,Yes,189300,29,2012,
Martin Klizan,No,427335,30,2012,
Radek Stepanek,No,622235,31,2012,
Jeremy Chardy,Yes,482574,32,2012,
Thomaz Bellucci,Yes,532154,33,2012,
Marcel Granollers,No,589760,34,2012,
Julien Benneteau,Yes,591247,35,2012,
Marcos Baghdatis,Yes,553169,36,2012,
Kevin Anderson,Yes,632064,37,2012,
Viktor Troicki,Yes,695399,38,2012,
Andy Roddick,No,543586,39,2012,
Feliciano Lopez,No,685643,40,2012,
Jarkko Nieminen,Yes,503628,41,2012,
Pablo Andujar,Yes,566868,42,2012,
Denis Istomin,No,549563,43,2012,
Nikolay Davydenko,Yes,498941,44,2012,
Fabio Fognini,Yes,464383,45,2012,
David Goffin,No,360104,46,2012,
Benoit Paire,No,467451,47,2012,
Grigor Dimitrov,No,405210,48,2012,
Marinko Matosevic,No,330778,49,2012,
Albert Ramos-Vinolas,Yes,527948,50,2012,
Lukas Lacko,No,380645,51,2012,
Bernard Tomic,No,495172,52,2012,
Michael Llodra,Yes,454775,53,2012,
Alejandro Falla,Yes,404884,54,2012,
Grega Zemlja,No,255276,55,2012,
Robin Haase,No,441876,56,2012,
Santiago Giraldo,No,364577,57,2012,
Paul-Henri Mathieu,Yes,377331,58,2012,
Yen-Hsun Lu,Yes,320315,59,2012,
Go Soeda,No,279036,60,2012,
Brian Baker,Yes,19522,61,2012,
Victor Hanescu,Yes,244282,62,2012,
Xavier Malisse,No,416432,63,2012,
Paolo Lorenzi,Yes,275321,64,2012,
Benjamin Becker,Yes,310770,65,2012,
Carlos Berlocq,Yes,481339,66,2012,
Gilles Muller,Yes,344591,67,2012,
Igor Sijsling,No,219648,68,2012,
Ryan Harrison,Yes,390628,69,2012,
Daniel Gimeno-Traver,Yes,223979,70,2012,
Leonardo Mayer,Yes,311278,71,2012,
Ivan Dodig,Yes,143856,72,2012,
Lukas Rosol,No,344242,73,2012,
Lukasz Kubot,No,149835,74,2012,
Bjorn Phau,No,259846,75,2012,
Guillermo Garcia-Lopez,No,387146,76,2012,
Gael Monfils,No,350599,77,2012,
Andrey Kuznetsov,No,128006,78,2012,
Tatsuma Ito,No,241303,79,2012,
Roberto Bautista Agut,Yes,171425,80,2012,
Evgeny Donskoy,Yes,106274,81,2012,
David Nalbandian,No,325264,82,2012,
Lleyton Hewitt,Yes,340113,83,2012,
Simone Bolelli,Yes,37812,84,2012,
Horacio Zeballos,Yes,57511,85,2012,
Aljaz Bedene,Yes,121222,86,2012,
Michael Russell,Yes,215529,87,2012,
Filippo Volandri,No,307752,88,2012,
Jurgen Zopp,No,205319,89,2012,
Olivier Rochus,No,310183,90,2012,
Ruben Ramirez Hidalgo,No,199962,91,2012,
Guillaume Rufin,No,170842,92,2012,
Steve Darcis,No,270737,93,2012,
Blaz Kavcic,No,199752,94,2012,
Flavio Cipolla,No,351554,95,2012,
Albert Montanes,No,262508,96,2012,
Guido Pella,No,148677,97,2012,
Tobias Kamke,No,264261,98,2012,
Adrian Ungur,No,200096,99,2012,
Ivo Karlovic,Yes,304693,100,2012,
Joao Sousa,No,121284,101,2012,
Edouard Roger-Vasselin,Yes,120375,102,2012,
Sergiy Stakhovsky,Yes,339436,103,2012,
Jesse Levine,No,241782,104,2012,
Matthew Ebden,Yes,340582,105,2012,
Jan Hajek,No,140387,106,2012,
Mikhail Kukushkin,No,311080,107,2012,
Nicolas Mahut,No,111565,108,2012,
Dudi Sela,Yes,223687,109,2012,
Igor Andreev,No,244489,110,2012,
Ruben Bemelmans,No,136802,111,2012,
Andreas Haider-Maurer,Yes,82315,112,2012,
Ricardas Berankis,No,147390,113,2012,
Tommy Robredo,No,146214,114,2012,
Philipp Petzschner,Yes,177588,115,2012,
Malek Jaziri,Yes,197699,116,2012,
Yuichi Sugita,No,103105,117,2012,
Florent Serra,No,189972,118,2012,
Kenny De Schepper,No,125514,119,2012,
Josselin Ouanna,No,75781,120,2012,
Martin Alund,No,59816,121,2012,
Dmitry Tursunov,No,205621,122,2012,
Matthias Bachinger,No,238030,123,2012,
Thiemo de Bakker,No,67115,124,2012,
Vasek Pospisil,No,174624,125,2012,
Rogerio Dutra Silva,Yes,124317,126,2012,
James Blake,No,250375,127,2012,
Tim Smyczek,Yes,122918,128,2012,
Alex Bogomolov Jr.,No,358283,129,2012,
Thiago Alves,No,77468,130,2012,
Antonio Veic,No,83430,131,2012,
Rajeev Ram,Yes,124690,132,2012,
Federico Delbonis,Yes,125955,133,2012,
Fred Gil,No,197728,134,2012,
Matteo Viola,No,97213,135,2012,
Ernests Gulbis,Yes,243210,136,2012,
Denis Kudla,No,137204,137,2012,
Michael Berrer,No,168684,138,2012,
Gastao Elias,No,65863,139,2012,
Illya Marchenko,No,66771,140,2012,
Karol Beck,No,170161,141,2012,
Ryan Sweeting,No,164395,142,2012,
Wayne Odesnik,No,103333,143,2012,
Joao Souza,No,128934,144,2012,
Uladzimir Ignatik,No,55527,145,2012,
Marco Chiudinelli,No,130979,146,2012,
Inigo Cervantes,No,7903,147,2012,
Bobby Reynolds,No,109971,148,2012,
Danai Udomchoke,No,76410,149,2012,
Jack Sock,No,143419,150,2012,
Simon Greul,No,53133,151,2012,
Marc Gicquel,Yes,68870,152,2012,
Daniel Brands,No,130823,153,2012,
Jonathan Dasnieres de Veigy,No,84901,154,2012,
Ivan Sergeyev,No,6785,155,2012,
Jimmy Wang,No,10355,156,2012,
Maxime Authom,No,79730,157,2012,
Ze Zhang,Yes,120057,158,2012,
Mischa Zverev,Yes,90283,159,2012,
Marius Copil,No,86939,160,2012,
Andrey Golubev,No,112137,161,2012,
Igor Kunitsyn,Yes,235912,162,2012,
Dusan Lajovic,No,51803,163,2012,
Potito Starace,No,214623,164,2012,
Frank Dancevic,No,3118,165,2012,
Paul Capdeville,No,64892,166,2012,
Dustin Brown,No,96531,167,2012,
Jan-Lennard Struff,No,36063,168,2012,
Boris Pashanski,No,27802,169,2012,
Hiroki Moriya,No,80092,170,2012,
Daniel Munoz de la Nava,No,91651,171,2012,
Agustin Velotti,No,37825,172,2012,
Guido Andreozzi,No,50574,173,2012,
Dominik Meffert,No,44395,174,2012,
Steve Johnson,Yes,119901,175,2012,
Juan Ignacio Chela,Yes,209833,176,2012,
Cedrik-Marcel Stebe,No,221132,177,2012,
Sergio Gutierrez-Ferrol,No,47257,178,2012,
Diego Schwartzman,No,30391,179,2012,
Peter Polansky,No,66996,180,2012,
Peter Gojowczyk,No,72412,181,2012,
Teymuraz Gabashvili,No,85099,182,2012,
Di Wu,No,52741,183,2012,
Javier Marti,No,88160,184,2012,
Jan Mertl,No,6118,185,2012,
Jorge Aguilar,No,26228,186,2012,
Sergei Bubka,Yes,114300,187,2012,
Adrian Menendez-Maceiras,No,65299,188,2012,
Ivo Minar,No,49887,189,2012,
Donald Young,No,256315,190,2012,
Rhyne Williams,No,52845,191,2012,
Adrian Mannarino,No,117869,192,2012,
Jan Hernych,No,55658,193,2012,
Facundo Arguello,No,27384,194,2012,
Amir Weintraub,No,43623,195,2012,
Yannick Mertens,No,60622,196,2012,
Arnau Brugues-Davi,No,55713,197,2012,
Gianluca Naso,No,48154,198,2012,
John Millman,No,34785,199,2012,
Marco Trungelliti,Yes,43482,200,2012,
Novak Djokovic,Yes,10995903,1,2011,
Rafael Nadal,Yes,6603220,2,2011,
Roger Federer,Yes,5695726,3,2011,
Andy Murray,Yes,4588236,4,2011,
David Ferrer,Yes,2784856,5,2011,
Jo-Wilfried Tsonga,Yes,2803438,6,2011,
Tomas Berdych,Yes,2246129,7,2011,
Mardy Fish,Yes,1605629,8,2011,
Janko Tipsarevic,Yes,1414588,9,2011,
Nicolas Almagro,Yes,1336187,10,2011,
Juan Martin del Potro,No,1025094,11,2011,
Gilles Simon,No,1202336,12,2011,
Robin Soderling,No,1323836,13,2011,
Andy Roddick,No,1000700,14,2011,
Alexandr Dolgopolov,No,1027621,15,2011,
Gael Monfils,No,1061670,16,2011,
Stan Wawrinka,No,897115,17,2011,
John Isner,Yes,989679,18,2011,
Richard Gasquet,No,875204,19,2011,
Feliciano Lopez,No,928637,20,2011,
Marin Cilic,Yes,1052754,21,2011,
Viktor Troicki,Yes,896119,22,2011,
Florian Mayer,No,936791,23,2011,
Fernando Verdasco,Yes,781150,24,2011,
Kei Nishikori,No,745364,25,2011,
Juan Monaco,No,821783,26,2011,
Marcel Granollers,No,978260,27,2011,
Radek Stepanek,No,691712,28,2011,
Juan Ignacio Chela,Yes,731458,29,2011,
Ivan Ljubicic,Yes,711691,30,2011,
Milos Raonic,No,649501,31,2011,
Kevin Anderson,Yes,700879,32,2011,
Jurgen Melzer,Yes,450391,33,2011,
Alex Bogomolov Jr.,No,487595,34,2011,
Mikhail Youzhny,Yes,684145,35,2011,
Ivan Dodig,Yes,78760,36,2011,
Thomaz Bellucci,Yes,639354,37,2011,
Andreas Seppi,Yes,528287,38,2011,
Donald Young,No,406036,39,2011,
Dmitry Tursunov,No,440460,40,2011,
Nikolay Davydenko,Yes,642809,41,2011,
Bernard Tomic,No,490224,42,2011,
Philipp Kohlschreiber,Yes,699649,43,2011,
Marcos Baghdatis,Yes,588435,44,2011,
Robin Haase,No,509350,45,2011,
Pablo Andujar,Yes,530351,46,2011,
Michael Llodra,Yes,540858,47,2011,
Fabio Fognini,Yes,589906,48,2011,
Xavier Malisse,No,528244,49,2011,
Juan Carlos Ferrero,No,478627,50,2011,
Tommy Robredo,No,406786,51,2011,
Julien Benneteau,Yes,382382,52,2011,
Albert Montanes,No,552822,53,2011,
Gilles Muller,Yes,349597,54,2011,
Santiago Giraldo,No,463612,55,2011,
Ivo Karlovic,Yes,413168,56,2011,
Lukasz Kubot,No,127506,57,2011,
Potito Starace,No,423172,58,2011,
James Blake,No,292334,59,2011,
Carlos Berlocq,Yes,346934,60,2011,
Ernests Gulbis,Yes,461859,61,2011,
Sergiy Stakhovsky,Yes,484509,62,2011,
Philipp Petzschner,Yes,471140,63,2011,
David Nalbandian,No,320027,64,2011,
Guillermo Garcia-Lopez,No,540069,65,2011,
Albert Ramos-Vinolas,Yes,258482,66,2011,
Olivier Rochus,No,276632,67,2011,
Rui Machado,No,228966,68,2011,
Filippo Volandri,No,288246,69,2011,
Lukas Rosol,No,252121,70,2011,
Igor Kunitsyn,Yes,337807,71,2011,
Ryan Sweeting,No,322141,72,2011,
Denis Istomin,No,295586,73,2011,
Alejandro Falla,Yes,286820,74,2011,
Flavio Cipolla,No,244485,75,2011,
Grigor Dimitrov,No,356469,76,2011,
Jarkko Nieminen,Yes,439168,77,2011,
Leonardo Mayer,Yes,164853,78,2011,
Ryan Harrison,Yes,303872,79,2011,
Nicolas Mahut,No,83800,80,2011,
Cedrik-Marcel Stebe,No,191295,81,2011,
Yen-Hsun Lu,Yes,325481,82,2011,
Dudi Sela,Yes,234872,83,2011,
Somdev Devvarman,No,342297,84,2011,
Ricardo Mello,No,216020,85,2011,
Matthew Ebden,Yes,210330,86,2011,
Adrian Mannarino,No,336492,87,2011,
Steve Darcis,No,184831,88,2011,
Pere Riba,No,319798,89,2011,
Victor Hanescu,Yes,357163,90,2011,
Mikhail Kukushkin,No,335981,91,2011,
Blaz Kavcic,No,241237,92,2011,
Sam Querrey,Yes,321222,93,2011,
Matthias Bachinger,No,176996,94,2011,
Benoit Paire,No,200812,95,2011,
Tobias Kamke,No,321950,96,2011,
Eric Prodon,No,119815,97,2011,
Andreas Beck,Yes,138129,98,2011,
Michael Russell,Yes,253139,99,2011,
Michael Berrer,No,332005,100,2011,
Karol Beck,No,201052,101,2011,
Fred Gil,No,276110,102,2011,
Jeremy Chardy,Yes,256762,103,2011,
Joao Souza,No,146605,104,2011,
Stephane Robert,No,140615,105,2011,
Edouard Roger-Vasselin,Yes,31869,106,2011,
Daniel Gimeno-Traver,Yes,329905,107,2011,
Paolo Lorenzi,Yes,97080,108,2011,
Horacio Zeballos,Yes,42701,109,2011,
Daniel Brands,No,189392,110,2011,
Marsel Ilhan,No,209973,111,2011,
Lukas Lacko,No,167504,112,2011,
Izak Van der Merwe,No,99531,113,2011,
Adrian Ungur,No,94751,114,2011,
Igor Andreev,No,318013,115,2011,
Grega Zemlja,No,123877,116,2011,
Martin Klizan,No,93588,117,2011,
Malek Jaziri,Yes,79465,118,2011,
Vasek Pospisil,No,114668,119,2011,
Go Soeda,No,132262,120,2011,
Maximo Gonzalez,No,42349,121,2011,
Tatsuma Ito,No,94520,122,2011,
Diego Junqueira,No,108486,123,2011,
Rogerio Dutra Silva,Yes,99889,124,2011,
Ricardas Berankis,No,167869,125,2011,
Rik De Voest,Yes,127388,126,2011,
Bobby Reynolds,No,103197,127,2011,
Andreas Haider-Maurer,Yes,204312,128,2011,
Wayne Odesnik,No,53476,129,2011,
Ruben Ramirez Hidalgo,No,207545,130,2011,
Paul Capdeville,No,109871,131,2011,
Rainer Schuettler,No,180364,132,2011,
Thomas Schoorel,No,115445,133,2011,
Simone Bolelli,Yes,126598,134,2011,
Alessandro Giannessi,No,59703,135,2011,
Pablo Carreno Busta,No,49834,136,2011,
Arnau Brugues-Davi,No,56614,137,2011,
Teymuraz Gabashvili,No,247356,138,2011,
Kenny De Schepper,No,78167,139,2011,
Daniel Munoz de la Nava,No,80867,140,2011,
Jan Hajek,No,127477,141,2011,
Pablo Cuevas,No,182308,142,2011,
Eduardo Schwank,No,99088,143,2011,
Evgeny Donskoy,Yes,72461,144,2011,
Marc Gicquel,Yes,107839,145,2011,
Jurgen Zopp,No,68623,146,2011,
Andrey Golubev,No,269088,147,2011,
Sergei Bubka,Yes,114263,148,2011,
Rajeev Ram,Yes,120661,149,2011,
Augustin Gensse,No,88761,150,2011,
Frank Dancevic,No,1509,151,2011,
Arnaud Clement,No,165111,152,2011,
Julio Silva,No,46398,153,2011,
Simon Greul,No,90870,154,2011,
Matteo Viola,No,54517,155,2011,
Bjorn Phau,No,112751,156,2011,
Facundo Bagnis,No,47529,157,2011,
Alexander Kudryavtsev,Yes,58365,158,2011,
Antonio Veic,No,134376,159,2011,
Ruben Bemelmans,No,78299,160,2011,
Dustin Brown,No,140220,161,2011,
James Ward,No,108066,162,2011,
Maxime Teixeira,No,71710,163,2011,
Jesse Levine,No,35338,164,2011,
