Player,Married?,Tournament Earnings($),Rank,Year
Xavier Malisse,No,331574,109,2013,
Dominik Meffert,No,35548,110,2013,
Franko Skugor,No,20908,111,2013,
Jamie Delgado,No,Unable to Retrieve Information,112,2013,
Andy Ram,Yes,Unable to Retrieve Information,113,2013,
Jamie Cerretani,No,47710,114,2013,
Alexander Satschko,No,260,115,2013,
Matt Reid,No,24410,116,2013,
Thiemo de Bakker,No,207712,117,2013,
Adil Shamasdin,No,32173,118,2013,
Gero Kretschmer,Yes,1166,119,2013,
Jordan Kerr,No,0,120,2013,
Steve Johnson,Yes,211429,121,2013,
Hsien-Yin Peng,No,1456,122,2013,
Igor Zelenay,No,42735,123,2013,
Joao Souza,No,83789,124,2013,
Mardy Fish,Yes,62780,125,2013,
Sergio Galdos,No,11265,126,2013,
Michael Venus,No,13398,127,2013,
Henri Kontinen,No,11969,128,2013,
Dane Propoggia,No,13806,129,2013,
Goran Tosic,No,3260,130,2013,
Milos Raonic,No,1575854,131,2013,
Feliciano Lopez,No,818495,132,2013,
Tennys Sandgren,No,49573,133,2013,
Aleksandr Nedovyesov,No,13370,134,2013,
Nicolas Barrientos,No,11079,135,2013,
Sergiy Stakhovsky,Yes,324781,136,2013,
Ti Chen,No,12512,137,2013,
Philipp Kohlschreiber,Yes,1021927,138,2013,
Dmitry Tursunov,No,674517,139,2013,
Hsin-Han Lee,No,1560,140,2013,
Juan Monaco,No,649358,141,2013,
Konstantin Kravchuk,Yes,16533,142,2013,
Peter Polansky,No,86145,143,2013,
Artem Sitak,No,12026,144,2013,
Alessandro Motti,No,0,145,2013,
Claudio Grassi,No,10540,146,2013,
Bradley Klahn,No,135122,147,2013,
Rubin Statham,No,22024,148,2013,
Guillermo Duran,No,8926,149,2013,
Aljaz Bedene,Yes,289378,150,2013,
Pierre-Hugues Herbert,No,91263,151,2013,
Maximilian Neuchrist,No,13365,152,2013,
James Cluskey,No,0,153,2013,
Bernard Tomic,No,648750,154,2013,
Daniel Gimeno-Traver,Yes,436808,155,2013,
Tim Puetz,No,11171,156,2013,
Alex Bolt,No,22386,157,2013,
Philipp Petzschner,Yes,40907,158,2013,
Brydan Klein,No,10548,159,2013,
Andres Molteni,No,9280,160,2013,
Wesley Koolhof,No,12263,161,2013,
Viktor Troicki,Yes,456797,162,2013,
Rhyne Williams,No,212934,163,2013,
Stephan Fransen,No,1969,164,2013,
Marc Gicquel,Yes,145048,165,2013,
Victor Baluda,No,18199,166,2013,
Riccardo Ghedin,No,29364,167,2013,
Adrian Menendez-Maceiras,No,83810,168,2013,
Marcos Baghdatis,Yes,489881,169,2013,
Pablo Andujar,Yes,666003,170,2013,
Carlos Berlocq,Yes,566670,171,2013,
Marin Cilic,Yes,639368,172,2013,
Ruben Gonzales,No,8652,173,2013,
Tomas Berdych,Yes,2620315,174,2013,
Stan Wawrinka,No,2619187,175,2013,
Nicolas Renavand,No,20487,176,2013,
Andreas Beck,Yes,67346,177,2013,
Somdev Devvarman,No,298148,178,2013,
Flavio Cipolla,No,139503,179,2013,
Alessandro Giannessi,No,30993,180,2013,
Andrey Golubev,No,112230,181,2013,
Tim Smyczek,Yes,272306,182,2013,
Tommy Robredo,No,1166422,183,2013,
Vahid Mirzadeh,No,1214,184,2013,
Maximo Gonzalez,No,6657,185,2013,
Radu Albot,No,49917,186,2013,
Roman Borvanov,No,6850,187,2013,
Renzo Olivo,No,45287,188,2013,
Federico Delbonis,Yes,299012,189,2013,
Jaroslav Pospisil,No,9645,190,2013,
Teymuraz Gabashvili,No,166718,191,2013,
Antal Van Der Duim,No,10289,192,2013,
John Isner,Yes,1213942,193,2013,
Yen-Hsun Lu,Yes,404039,194,2013,
Nicolas Almagro,Yes,1465641,195,2013,
Danai Udomchoke,No,33795,196,2013,
Farrukh Dustov,No,59706,197,2013,
Eduardo Struvay,No,15784,198,2013,
Ruan Roelofse,No,4613,199,2013,
Boy Westerhof,No,45226,200,2013,
Mike Bryan,Yes,916604,1,2012,
Bob Bryan,Yes,916604,2,2012,
Leander Paes,No,762495,3,2012,
Radek Stepanek,No,622235,4,2012,
Daniel Nestor,Yes,696714,5,2012,
Marc Lopez,No,618260,6,2012,
Max Mirnyi,Yes,631721,7,2012,
Robert Lindstedt,No,535235,8,2012,
Horia Tecau,No,497956,9,2012,
Marcel Granollers,No,589760,10,2012,
Mahesh Bhupathi,Yes,Unable to Retrieve Information,11,2012,
Rohan Bopanna,Yes,494917,12,2012,
Jean-Julien Rojer,No,362488,13,2012,
Aisam-Ul-Haq Qureshi,No,358384,14,2012,
Mariusz Fyrstenberg,Yes,1460,15,2012,
Marcin Matkowski,Yes,380749,16,2012,
Jonathan Marray,No,0,17,2012,
Marcelo Melo,No,245622,18,2012,
Bruno Soares,Yes,304686,19,2012,
Nenad Zimonjic,Yes,409497,20,2012,
Frederik Nielsen,No,301462,21,2012,
Alexander Peya,Yes,296960,22,2012,
David Marrero,Yes,241111,23,2012,
Daniele Bracciali,No,206647,24,2012,
Scott Lipsky,No,0,25,2012,
Jurgen Melzer,Yes,189300,26,2012,
Colin Fleming,No,Unable to Retrieve Information,27,2012,
Ross Hutchins,No,Unable to Retrieve Information,28,2012,
Fernando Verdasco,Yes,819124,29,2012,
Frantisek Cermak,No,680,30,2012,
Ivan Dodig,Yes,143856,31,2012,
Filip Polasek,No,183963,32,2012,
Michael Llodra,Yes,454775,33,2012,
Santiago Gonzalez,Yes,175868,34,2012,
Treat Huey,No,163022,35,2012,
Paul Hanley,No,0,36,2012,
Julian Knowle,No,8705,37,2012,
Philipp Petzschner,Yes,177588,38,2012,
Lukasz Kubot,No,149835,39,2012,
Dominic Inglot,No,129675,40,2012,
Eric Butorac,No,435,41,2012,
Michal Mertinak,No,1874,42,2012,
Edouard Roger-Vasselin,Yes,120375,43,2012,
Rajeev Ram,Yes,124690,44,2012,
Sam Querrey,Yes,783802,45,2012,
Juan Sebastian Cabal,Yes,113838,46,2012,
Xavier Malisse,No,416432,47,2012,
Oliver Marach,Yes,116106,48,2012,
Jonathan Erlich,Yes,95804,49,2012,
Christopher Kas,No,897,50,2012,
Nicolas Mahut,No,111565,51,2012,
Ken Skupski,No,77195,52,2012,
Andy Ram,Yes,0,53,2012,
Janko Tipsarevic,Yes,1736151,54,2012,
Mikhail Elgin,No,89755,55,2012,
Dustin Brown,No,96531,56,2012,
Andre Sa,No,350,57,2012,
Martin Emmrich,No,520,58,2012,
Marin Cilic,Yes,1091939,59,2012,
Jamie Delgado,No,Unable to Retrieve Information,60,2012,
Denis Istomin,No,549563,61,2012,
Ryan Harrison,Yes,390628,62,2012,
Horacio Zeballos,Yes,57511,63,2012,
Robert Farah,No,69412,64,2012,
Sanchai Ratiwatana,No,38028,65,2012,
Sonchat Ratiwatana,No,38028,66,2012,
Frank Moser,No,1067,67,2012,
Rafael Nadal,Yes,4867664,68,2012,
Potito Starace,No,214623,69,2012,
Matthew Ebden,Yes,340582,70,2012,
Johan Brunstrom,Yes,0,71,2012,
Joao Souza,No,128934,72,2012,
Raven Klaasen,Yes,47763,73,2012,
Pablo Andujar,Yes,566868,74,2012,
Jamie Murray,Yes,97210,75,2012,
John Peers,Yes,28915,76,2012,
Jamie Cerretani,No,89062,77,2012,
Dick Norman,No,Unable to Retrieve Information,78,2012,
Nicholas Monroe,No,33208,79,2012,
Andre Begemann,No,42824,80,2012,
Philipp Marx,No,0,81,2012,
Eduardo Schwank,No,97428,82,2012,
Igor Zelenay,No,50525,83,2012,
Carlos Berlocq,Yes,481339,84,2012,
Simon Stadler,No,1718,85,2012,
Andreas Seppi,Yes,852988,86,2012,
Jeremy Chardy,Yes,482574,87,2012,
Florin Mergea,Yes,25190,88,2012,
Tomasz Bednarek,No,31123,89,2012,
Lukas Dlouhy,No,895,90,2012,
Kevin Anderson,Yes,632064,91,2012,
Alex Bogomolov Jr.,No,358283,92,2012,
Michael Kohlmann,Yes,0,93,2012,
John Isner,Yes,1267802,94,2012,
Hsin-Han Lee,No,4016,95,2012,
Mateusz Kowalczyk,No,22292,96,2012,
Julien Benneteau,Yes,591247,97,2012,
Adil Shamasdin,No,49943,98,2012,
Denys Molchanov,No,32064,99,2012,
Rameez Junaid,No,21084,100,2012,
Colin Ebelthite,No,1985,101,2012,
Tomas Berdych,Yes,2555803,102,2012,
John-Patrick Smith,No,27052,103,2012,
Marcel Felder,No,23564,104,2012,
Marcelo Demoliner,No,14157,105,2012,
Divij Sharan,No,16028,106,2012,
Andreas Siljestrom,No,39687,107,2012,
Martin Alund,No,59816,108,2012,
Philipp Oswald,Yes,16195,109,2012,
Daniel Munoz de la Nava,No,91651,110,2012,
Fabio Fognini,Yes,464383,111,2012,
Izak Van der Merwe,No,76121,112,2012,
Juan Ignacio Chela,Yes,209833,113,2012,
Marinko Matosevic,No,330778,114,2012,
Jordan Kerr,No,0,115,2012,
Alexander Waske,No,Unable to Retrieve Information,116,2012,
Olivier Rochus,No,310183,117,2012,
Uladzimir Ignatik,No,55527,118,2012,
Viktor Troicki,Yes,695399,119,2012,
Dane Propoggia,No,8757,120,2012,
Mikhail Youzhny,Yes,824396,121,2012,
Antonio Veic,No,83430,122,2012,
Olivier Charroin,No,925,123,2012,
Martin Klizan,No,427335,124,2012,
Lovro Zovko,No,11105,125,2012,
Marin Draganja,No,4101,126,2012,
Mark Knowles,Yes,58188,127,2012,
Lukas Rosol,No,344242,128,2012,
Devin Britton,No,10908,129,2012,
Mate Pavic,No,18890,130,2012,
Andrei Daescu,No,4503,131,2012,
Brydan Klein,No,12904,132,2012,
John Paul Fruttero,No,25826,133,2012,
Laurynas Grigelis,No,10712,134,2012,
Jaroslav Pospisil,No,12738,135,2012,
Bobby Reynolds,No,109971,136,2012,
Florian Mayer,No,747236,137,2012,
Konstantin Kravchuk,Yes,12851,138,2012,
Pierre-Hugues Herbert,No,32030,139,2012,
Ivo Karlovic,Yes,304693,140,2012,
Daniel Gimeno-Traver,Yes,223979,141,2012,
Rik De Voest,Yes,83418,142,2012,
Stefano Ianni,No,0,143,2012,
Yen-Hsun Lu,Yes,320315,144,2012,
Nicolas Renavand,No,15717,145,2012,
Austin Krajicek,No,10904,146,2012,
Benjamin Becker,Yes,310770,147,2012,
James Blake,No,250375,148,2012,
Adrian Menendez-Maceiras,No,65299,149,2012,
Chris Guccione,No,30337,150,2012,
Ruben Bemelmans,No,136802,151,2012,
Robin Haase,No,441876,152,2012,
Martin Fischer,No,56125,153,2012,
Alessandro Motti,No,565,154,2012,
Purav Raja,Yes,12468,155,2012,
Gilles Simon,No,1067734,156,2012,
Rogerio Dutra Silva,Yes,124317,157,2012,
Danai Udomchoke,No,76410,158,2012,
Goran Tosic,No,8478,159,2012,
Facundo Bagnis,No,46526,160,2012,
Fred Gil,No,197728,161,2012,
Cheng-Peng Hsieh,No,10964,162,2012,
Tennys Sandgren,No,28697,163,2012,
Filippo Volandri,No,307752,164,2012,
Jarkko Nieminen,Yes,503628,165,2012,
Dino Marcan,Yes,19138,166,2012,
Steve Johnson,Yes,119901,167,2012,
Jack Sock,No,143419,168,2012,
Andre Ghem,No,25921,169,2012,
Leonardo Mayer,Yes,311278,170,2012,
Jorge Aguilar,No,26228,171,2012,
Hsien-Yin Peng,No,2132,172,2012,
Ariel Behar,No,7526,173,2012,
Christian Harrison,No,12972,174,2012,
Carsten Ball,No,19019,175,2012,
Jesse Levine,No,241782,176,2012,
Ruben Ramirez Hidalgo,No,199962,177,2012,
Feliciano Lopez,No,685643,178,2012,
Juan Monaco,No,1213800,179,2012,
Richard Gasquet,No,1390369,180,2012,
Andy Murray,Yes,5100273,181,2012,
Guillermo Garcia-Lopez,No,387146,182,2012,
Aleksandr Nedovyesov,No,7293,183,2012,
Sean Thornley,No,3417,184,2012,
Albano Olivetti,No,15383,185,2012,
Guido Pella,No,148677,186,2012,
Ivan Navarro,No,57861,187,2012,
Claudio Grassi,No,17835,188,2012,
Matteo Viola,No,97213,189,2012,
Renzo Olivo,No,17717,190,2012,
Ruan Roelofse,No,9119,191,2012,
Lleyton Hewitt,Yes,340113,192,2012,
Yuki Bhambri,No,40820,193,2012,
Adam Hubble,No,787,194,2012,
Michael Russell,Yes,215529,195,2012,
Bjorn Phau,No,259846,196,2012,
Mischa Zverev,Yes,90283,197,2012,
Jo-Wilfried Tsonga,Yes,2130515,198,2012,
Kamil Capkovic,No,44508,199,2012,
Gerard Granollers,No,9153,200,2012,
Bob Bryan,Yes,1051334,1,2011,
Mike Bryan,Yes,1051334,2,2011,
Max Mirnyi,Yes,790738,3,2011,
Daniel Nestor,Yes,790738,4,2011,
Michael Llodra,Yes,540858,5,2011,
Nenad Zimonjic,Yes,681188,6,2011,
Mahesh Bhupathi,Yes,Unable to Retrieve Information,7,2011,
Leander Paes,No,468100,8,2011,
Aisam-Ul-Haq Qureshi,No,434430,9,2011,
Philipp Petzschner,Yes,471140,10,2011,
Rohan Bopanna,Yes,416115,11,2011,
Horia Tecau,No,447311,12,2011,
Jurgen Melzer,Yes,450391,13,2011,
Mariusz Fyrstenberg,Yes,Unable to Retrieve Information,14,2011,
Marcin Matkowski,Yes,365256,15,2011,
Robert Lindstedt,No,385836,16,2011,
Oliver Marach,Yes,263455,17,2011,
Alexander Peya,Yes,220318,18,2011,
Bruno Soares,Yes,235184,19,2011,
Eric Butorac,No,Unable to Retrieve Information,20,2011,
Jean-Julien Rojer,No,259935,21,2011,
Frantisek Cermak,No,1608,22,2011,
Christopher Kas,No,1255,23,2011,
Filip Polasek,No,202247,24,2011,
Juan Sebastian Cabal,Yes,168919,25,2011,
Xavier Malisse,No,528244,26,2011,
Marcelo Melo,No,182225,27,2011,
Santiago Gonzalez,Yes,199319,28,2011,
Scott Lipsky,No,1445,29,2011,
Daniele Bracciali,No,173038,30,2011,
Eduardo Schwank,No,99088,31,2011,
Marcel Granollers,No,978260,32,2011,
Colin Fleming,No,7280,33,2011,
Fabio Fognini,Yes,589906,34,2011,
Jamie Murray,Yes,173233,35,2011,
John Isner,Yes,989679,36,2011,
Marc Lopez,No,180072,37,2011,
Sam Querrey,Yes,321222,38,2011,
Simone Bolelli,Yes,126598,39,2011,
David Marrero,Yes,150833,40,2011,
Paul Hanley,No,Unable to Retrieve Information,41,2011,
Lukas Dlouhy,No,1574,42,2011,
Ross Hutchins,No,0,43,2011,
Alexandr Dolgopolov,No,1027621,44,2011,
Rajeev Ram,Yes,120661,45,2011,
Dick Norman,No,Unable to Retrieve Information,46,2011,
Sergiy Stakhovsky,Yes,484509,47,2011,
Jamie Cerretani,No,98400,48,2011,
Juan Ignacio Chela,Yes,731458,49,2011,
Jonathan Erlich,Yes,113029,50,2011,
Andy Ram,Yes,Unable to Retrieve Information,51,2011,
Julien Benneteau,Yes,382382,52,2011,
Lukasz Kubot,No,127506,53,2011,
Michael Kohlmann,Yes,893,54,2011,
Andre Sa,No,436,55,2011,
Ruben Ramirez Hidalgo,No,207545,56,2011,
Treat Huey,No,57676,57,2011,
Mark Knowles,Yes,118419,58,2011,
Nicolas Mahut,No,83800,59,2011,
Mikhail Youzhny,Yes,684145,60,2011,
Adil Shamasdin,No,78329,61,2011,
Michal Mertinak,No,Unable to Retrieve Information,62,2011,
Florian Mayer,No,936791,63,2011,
Philipp Marx,No,459,64,2011,
Potito Starace,No,423172,65,2011,
Franco Ferreiro,No,365,66,2011,
Marin Cilic,Yes,1052754,67,2011,
Andy Murray,Yes,4588236,68,2011,
Dustin Brown,No,140220,69,2011,
Andreas Siljestrom,No,52050,70,2011,
Carlos Berlocq,Yes,346934,71,2011,
Daniel Gimeno-Traver,Yes,329905,72,2011,
Mikhail Elgin,No,43424,73,2011,
Simon Aspelin,No,0,74,2011,
Viktor Troicki,Yes,896119,75,2011,
Frank Moser,No,1744,76,2011,
Alexander Kudryavtsev,Yes,58365,77,2011,
Igor Zelenay,No,84435,78,2011,
Arnaud Clement,No,165111,79,2011,
Carsten Ball,No,52290,80,2011,
Julian Knowle,No,Unable to Retrieve Information,81,2011,
Robin Haase,No,509350,82,2011,
Robert Farah,No,34782,83,2011,
Jamie Delgado,No,Unable to Retrieve Information,84,2011,
Janko Tipsarevic,Yes,1414588,85,2011,
Jonathan Marray,No,Unable to Retrieve Information,86,2011,
Martin Emmrich,No,200,87,2011,
Horacio Zeballos,Yes,42701,88,2011,
Tommy Robredo,No,406786,89,2011,
Ken Skupski,No,60673,90,2011,
Johan Brunstrom,Yes,820,91,2011,
Matthew Ebden,Yes,210330,92,2011,
Ivan Dodig,Yes,78760,93,2011,
Ivan Ljubicic,Yes,711691,94,2011,
Lovro Zovko,No,0,95,2011,
Ashley Fisher,Yes,0,96,2011,
Simone Vagnozzi,No,78106,97,2011,
Chris Guccione,No,44867,98,2011,
Frederik Nielsen,No,22367,99,2011,
Travis Parrott,No,425,100,2011,
Stan Wawrinka,No,897115,101,2011,
Tomas Berdych,Yes,2246129,102,2011,
Alexander Waske,No,3535,103,2011,
Olivier Charroin,No,0,104,2011,
David Martin,No,4320,105,2011,
Andreas Seppi,Yes,528287,106,2011,
Victor Hanescu,Yes,357163,107,2011,
Jordan Kerr,No,360,108,2011,
Radek Stepanek,No,691712,109,2011,
Kevin Anderson,Yes,700879,110,2011,
Stephen Huss,No,Unable to Retrieve Information,111,2011,
Raven Klaasen,Yes,17057,112,2011,
Rafael Nadal,Yes,6603220,113,2011,
Alex Bogomolov Jr.,No,487595,114,2011,
Jo-Wilfried Tsonga,Yes,2803438,115,2011,
Andy Roddick,No,1000700,116,2011,
John Paul Fruttero,No,17710,117,2011,
Pablo Andujar,Yes,530351,118,2011,
Adrian Menendez-Maceiras,No,35380,119,2011,
Mardy Fish,Yes,1605629,120,2011,
Denys Molchanov,No,17898,121,2011,
Mikhail Kukushkin,No,335981,122,2011,
Izak Van der Merwe,No,99531,123,2011,
Alessandro Motti,No,0,124,2011,
Pere Riba,No,319798,125,2011,
Marcel Felder,No,18661,126,2011,
Philipp Oswald,Yes,18588,127,2011,
Stephane Robert,No,140615,128,2011,
Andreas Beck,Yes,138129,129,2011,
Teymuraz Gabashvili,No,247356,130,2011,
Feliciano Lopez,No,928637,131,2011,
Tomasz Bednarek,No,21956,132,2011,
Edouard Roger-Vasselin,Yes,31869,133,2011,
Roger Federer,Yes,5695726,134,2011,
Pierre-Hugues Herbert,No,17862,135,2011,
Bobby Reynolds,No,103197,136,2011,
Jeremy Chardy,Yes,256762,137,2011,
Nicolas Renavand,No,19544,138,2011,
Maximo Gonzalez,No,42349,139,2011,
Colin Ebelthite,No,4427,140,2011,
Alessio Di Mauro,No,46310,141,2011,
Sonchat Ratiwatana,No,27098,142,2011,
Purav Raja,Yes,14603,143,2011,
Sanchai Ratiwatana,No,25330,144,2011,
Somdev Devvarman,No,342297,145,2011,
Rogier Wassen,No,828,146,2011,
Martin Fischer,No,71881,147,2011,
Bjorn Phau,No,112751,148,2011,
Harri Heliovaara,No,13348,149,2011,
Vasek Pospisil,No,114668,150,2011,
Simon Stadler,No,41890,151,2011,
Divij Sharan,No,12243,152,2011,
Travis Rettenmaier,No,1040,153,2011,
Jarkko Nieminen,Yes,439168,154,2011,
Nicolas Almagro,Yes,1336187,155,2011,
Jaroslav Pospisil,No,16898,156,2011,
Ryan Harrison,Yes,303872,157,2011,
Hsin-Han Lee,No,6309,158,2011,
Matthias Bachinger,No,176996,159,2011,
Andre Begemann,No,11456,160,2011,
Rik De Voest,Yes,127388,161,2011,
Ivo Karlovic,Yes,413168,162,2011,
Andres Molteni,No,11124,163,2011,
Philipp Kohlschreiber,Yes,699649,164,2011,
Lukas Rosol,No,252121,165,2011,
Mateusz Kowalczyk,No,12649,166,2011,
Kenny De Schepper,No,78167,167,2011,
Adam Feeney,No,300,168,2011,
David Skoch,No,25117,169,2011,
Dominik Meffert,No,59500,170,2011,
Daniel Munoz de la Nava,No,80867,171,2011,
Alejandro Falla,Yes,286820,172,2011,
Igor Andreev,No,318013,173,2011,
Denis Istomin,No,295586,174,2011,
Paolo Lorenzi,Yes,97080,175,2011,
Dino Marcan,Yes,14703,176,2011,
Julio Silva,No,46398,177,2011,
Nicholas Monroe,No,9062,178,2011,
Juan Monaco,No,821783,179,2011,
Yuri Schukin,No,60372,180,2011,
Zhe Li,No,38088,181,2011,
Wesley Moodie,Yes,Unable to Retrieve Information,182,2011,
Kei Nishikori,No,745364,183,2011,
Guillermo Garcia-Lopez,No,540069,184,2011,
Juan Martin del Potro,No,1025094,185,2011,
Stefano Ianni,No,3045,186,2011,
Sean Thornley,No,6541,187,2011,
Mao-Xin Gong,Yes,14774,188,2011,
Benjamin Becker,Yes,90524,189,2011,
Karol Beck,No,201052,190,2011,
Steve Johnson,Yes,40415,191,2011,
David Rice,No,9094,192,2011,
Vishnu Vardhan,No,7847,193,2011,
Hiroki Kondo,No,11183,194,2011,
Mikhail Vasiliev,No,13873,195,2011,
Sadik Kadir,No,1669,196,2011,
Chu-Huan Yi,No,3160,197,2011,
Rodrigo-Antonio Grilli,No,520,198,2011,
Andre Miele,No,10499,199,2011,
Maciek Sykut,No,5764,200,2011,
Bob Bryan,Yes,1143971,1,2010,
Mike Bryan,Yes,1143971,2,2010,
Daniel Nestor,Yes,905430,3,2010,
Nenad Zimonjic,Yes,922385,4,2010,
Leander Paes,No,479888,5,2010,
Mahesh Bhupathi,Yes,Unable to Retrieve Information,6,2010,
Max Mirnyi,Yes,408233,7,2010,
Jurgen Melzer,Yes,426378,8,2010,
Lukas Dlouhy,No,5284,9,2010,
Lukasz Kubot,No,318695,10,2010,
Oliver Marach,Yes,324910,11,2010,
Mariusz Fyrstenberg,Yes,Unable to Retrieve Information,12,2010,
Marcin Matkowski,Yes,361641,13,2010,
Wesley Moodie,Yes,Unable to Retrieve Information,14,2010,
Marc Lopez,No,290789,15,2010,
Rohan Bopanna,Yes,264549,16,2010,
Dick Norman,No,2725,17,2010,
Aisam-Ul-Haq Qureshi,No,252559,18,2010,
Horia Tecau,No,241780,19,2010,
Philipp Petzschner,Yes,301139,20,2010,
Robert Lindstedt,No,261512,21,2010,
Marcel Granollers,No,525676,22,2010,
Andy Ram,Yes,Unable to Retrieve Information,23,2010,
Frantisek Cermak,No,15283,24,2010,
Michal Mertinak,No,Unable to Retrieve Information,25,2010,
Simon Aspelin,No,Unable to Retrieve Information,26,2010,
Paul Hanley,No,406,27,2010,
Mark Knowles,Yes,204123,28,2010,
Michael Llodra,Yes,696665,29,2010,
Sam Querrey,Yes,1074562,30,2010,
John Isner,Yes,904620,31,2010,
Julian Knowle,No,Unable to Retrieve Information,32,2010,
Horacio Zeballos,Yes,144750,33,2010,
Tommy Robredo,No,498691,34,2010,
Bruno Soares,Yes,164983,35,2010,
Eric Butorac,No,360,36,2010,
Eduardo Schwank,No,396563,37,2010,
Julien Benneteau,Yes,477598,38,2010,
Marcelo Melo,No,155899,39,2010,
David Marrero,Yes,135002,40,2010,
Jean-Julien Rojer,No,172707,41,2010,
Michael Kohlmann,Yes,1121,42,2010,
Filip Polasek,No,130145,43,2010,
Santiago Ventura,No,117129,44,2010,
Jonathan Erlich,Yes,115157,45,2010,
Mardy Fish,Yes,808413,46,2010,
Potito Starace,No,452476,47,2010,
Jarkko Nieminen,Yes,469137,48,2010,
Christopher Kas,No,864,49,2010,
Santiago Gonzalez,Yes,76903,50,2010,
Ross Hutchins,No,1071,51,2010,
Juan Ignacio Chela,Yes,505381,52,2010,
Dustin Brown,No,173861,53,2010,
Sergiy Stakhovsky,Yes,531864,54,2010,
Viktor Troicki,Yes,801338,55,2010,
Nicolas Almagro,Yes,1092880,56,2010,
Jamie Murray,Yes,108654,57,2010,
Daniele Bracciali,No,69516,58,2010,
Scott Lipsky,No,1871,59,2010,
Stephen Huss,No,Unable to Retrieve Information,60,2010,
Arnaud Clement,No,351534,61,2010,
Pablo Cuevas,No,360882,62,2010,
Johan Brunstrom,Yes,660,63,2010,
Dusan Vemic,No,1259,64,2010,
Rogier Wassen,No,0,65,2010,
Igor Zelenay,No,82792,66,2010,
Rajeev Ram,Yes,97405,67,2010,
Philipp Marx,No,Unable to Retrieve Information,68,2010,
Mikhail Youzhny,Yes,1618897,69,2010,
Janko Tipsarevic,Yes,439773,70,2010,
Andre Sa,No,888,71,2010,
Martin Damm,Yes,Unable to Retrieve Information,72,2010,
Colin Fleming,No,1211,73,2010,
Franco Ferreiro,No,4565,74,2010,
Travis Rettenmaier,No,1117,75,2010,
Jeremy Chardy,Yes,484045,76,2010,
Ken Skupski,No,70607,77,2010,
Jordan Kerr,No,0,78,2010,
Rafael Nadal,Yes,8462984,79,2010,
Carlos Berlocq,Yes,111827,80,2010,
Leos Friedl,No,0,81,2010,
Ivo Karlovic,Yes,258401,82,2010,
Sanchai Ratiwatana,No,41156,83,2010,
Sonchat Ratiwatana,No,41156,84,2010,
Lovro Zovko,No,0,85,2010,
Andreas Seppi,Yes,481348,86,2010,
Adil Shamasdin,No,38192,87,2010,
Yen-Hsun Lu,Yes,479533,88,2010,
Jamie Cerretani,No,53364,89,2010,
Benjamin Becker,Yes,476648,90,2010,
Brian Battistone,No,2605,91,2010,
Radek Stepanek,No,337177,92,2010,
David Skoch,No,56906,93,2010,
Martin Slanar,No,10611,94,2010,
Rameez Junaid,No,27804,95,2010,
Tomasz Bednarek,No,46758,96,2010,
Nicolas Mahut,No,50979,97,2010,
Edouard Roger-Vasselin,Yes,33560,98,2010,
Leonardo Mayer,Yes,262895,99,2010,
Simone Vagnozzi,No,53645,100,2010,
Feliciano Lopez,No,648713,101,2010,
David Martin,No,1380,102,2010,
Alexander Peya,Yes,21056,103,2010,
Philipp Oswald,Yes,18779,104,2010,
Carsten Ball,No,138594,105,2010,
Mateusz Kowalczyk,No,38710,106,2010,
Jamie Delgado,No,176,107,2010,
Pere Riba,No,199155,108,2010,
Martin Emmrich,No,5551,109,2010,
Juan Monaco,No,724443,110,2010,
Rik De Voest,Yes,75047,111,2010,
Jonathan Marray,No,0,112,2010,
Mikhail Elgin,No,20769,113,2010,
Frank Moser,No,0,114,2010,
Daniel Munoz de la Nava,No,80177,115,2010,
Dominic Inglot,No,27995,116,2010,
Sebastian Prieto,No,0,117,2010,
Treat Huey,No,22204,118,2010,
Yves Allegro,No,406,119,2010,
Ruben Ramirez Hidalgo,No,102288,120,2010,
Dmitry Tursunov,No,152604,121,2010,
Ryler DeHeart,No,63631,122,2010,
Jeff Coetzee,No,360,123,2010,
Izak Van der Merwe,No,52020,124,2010,
Leonardo Tavares,No,45148,125,2010,
Flavio Cipolla,No,59990,126,2010,
Pierre-Ludovic Duclos,No,21318,127,2010,
Ivan Ljubicic,Yes,1195319,128,2010,
Chris Guccione,No,40315,129,2010,
Andrey Golubev,No,664752,130,2010,
Andy Murray,Yes,3466862,131,2010,
Karol Beck,No,172494,132,2010,
Andreas Siljestrom,No,27363,133,2010,
Brian Dabul,No,108920,134,2010,
Fred Gil,No,219231,135,2010,
Ilija Bozoljac,No,106887,136,2010,
Denis Istomin,No,525307,137,2010,
Fabio Fognini,Yes,375499,138,2010,
Harsh Mankad,No,0,139,2010,
Tomas Berdych,Yes,2221661,140,2010,
Albert Montanes,No,797215,141,2010,
Juan Sebastian Cabal,Yes,13401,142,2010,
Purav Raja,Yes,12227,143,2010,
Kaden Hensel,No,9339,144,2010,
Peter Luczak,Yes,234928,145,2010,
Mao-Xin Gong,Yes,18274,146,2010,
Zhe Li,No,9197,147,2010,
Andre Begemann,No,12723,148,2010,
Alessandro Motti,No,0,149,2010,
Marc Gicquel,Yes,164611,150,2010,
Adam Hubble,No,652,151,2010,
Lleyton Hewitt,Yes,492152,152,2010,
Vasek Pospisil,No,20329,153,2010,
Fernando Gonzalez,No,274358,154,2010,
Sadik Kadir,No,8489,155,2010,
Robin Haase,No,225791,156,2010,
Martin Fischer,No,102659,157,2010,
